id,code,desc
2969,P1519,"Idle Air Control Valve Circuit Malfunction (ACURA, HONDA)
Intake Camshaft Control Bank 1 Malfunction (AUDI, VOLKSWAGEN)
Inlet Camshaft Control System End Position Plausibility (BMW, MINI)
Throttle Actuator Control Module Internal Circuit (BUICK, CADILLAC, CHEVROLET, GMC)
Cruise Control Front Distance Sensor Lens Cracked Missing (CHRYSLER)
Intake Manifold Runner Control Fault Stuck Closed (FORD, LINCOLN, MAZDA, MERCURY)
Commanded Versus Actual Throttle Position Correlation Large Step Close (ISUZU)"
2970,P1520,"Intake Manifold Changeover Valve 2 Circuit Open (AUDI, VOLKSWAGEN)
Camshaft Position Actuator 'B' Bank 1 (BMW, MINI)
Transmission Range Switch Circuit (BUICK, CADILLAC, CHEVROLET, GMC)
Intake Manifold Runner Control Circuit Fault (FORD, LINCOLN, MAZDA, MERCURY)
Generator Front Terminal Malfunction (HYUNDAI)
Commanded Versus Actual Throttle Position Correlation Small Stop Open (ISUZU)
Stop Lamp Switch Malfunction (LEXUS)
Radiator Fan Relay 1 Circuit High Input (SUBARU)
Stop Light Switch Signal Malfunction (TOYOTA)"
2971,P1521,"Intake Manifold Changeover Valve 2 Circuit Electrical Malfunction (AUDI, VOLKSWAGEN)
Oil Condition Sensor (BMW, MINI)
Transmission Engaged At High Throttle Angle (BUICK, CADILLAC)
Transmission Engaged at High Throttle Angle (CHEVROLET, GMC)
Incorrect Engine Oil Type (CHRYSLER, DODGE, JEEP)
Power Steering Switch Circuit (HYUNDAI, KIA)
Commanded Versus Actual Throttle Position Correlation Small Stop Close (ISUZU)
Intake Manifold Air Control Solenoid 1 Short / Open Circuit (MAZDA)
Brake Switch Circuit Range (SUBARU)"
2972,P1522,"Brake Booster Pressure Sensor Circuit Low Voltage (ACURA, HONDA)
Camshaft Position Control Bank 2 Malfunction (AUDI, VOLKSWAGEN)
Camshaft Position Actuator 'A' Bank 2 (BMW, MINI)
Park/Neutral To Drive/Reverse At High RPM (BUICK, CADILLAC)
Park/Neutral to Drive/Reverse at High RPM (CHEVROLET, GMC)
Sensor Supply 1 Volt Low (HYUNDAI)
Intake Manifold Air Control Solenoid 2 Short / Open Circuit (MAZDA)"
2973,P1523,"Brake Booster Pressure Sensor Circuit High Voltage (ACURA, HONDA)
Crash Signal From Airbag Control Module Implausible Signal (AUDI, VOLKSWAGEN)
Camshaft Position Actuator 'A' Signal Low Bank 1 (BMW, MINI)
Electronic Throttle Control Throttle Return (BUICK, CADILLAC, CHEVROLET, GMC, ISUZU)
Electronic Throttle Control System Malfunction Power Management (HYUNDAI)
VICS Solenoid Valve (KIA)
Intake Manifold Air Control Solenoid Circuit Malfunction (MAZDA)"
2974,P1524,"Fuel Pump Relay Open Circuit / Short To Ground (AUDI, VOLKSWAGEN)
Camshaft Position Actuator 'A' Signal High Bank 1 (BMW)
Throttle Closed Position Performance (BUICK, CADILLAC, CHEVROLET, GMC)
Oil Pressure Out Of Range Camshaft Advance / Retard Disable (CHRYSLER, DODGE, JEEP)
Brake Booster Pressure Sensor Range/Performance Problem (HONDA)
Sensor Supply 2 Volt Low (HYUNDAI)
Charge Air Cooler ByPass Solenoid Valve Malfunction (MAZDA)"
2975,P1525,"Intake Camshaft Control Circuit Bank 1 Electrical Malfunction (AUDI, VOLKSWAGEN)
Camshaft Position Actuator 'A' Control Open Circuit Bank 1 (BMW, MINI)
Throttle Body Service Required (BUICK, CADILLAC, CHEVROLET, GMC)
Sensor Supply 2 Volt High (HYUNDAI)
Supercharge Air Control Solenoid Short / Open Circuit (MAZDA)"
2976,P1526,"Intake Camshaft Control Circuit Bank 1 Short to B+ (AUDI, VOLKSWAGEN)
Camshaft Position Actuator 'A' Control Open Circuit Bank 2 (BMW, MINI)
Minimum Throttle Position Not Learned Conditions (BUICK, CADILLAC, CHEVROLET, GMC)
Sensor Supply Voltage1 Malfunction (HYUNDAI)
Supercharge Air Control Solenoid Short / Open Circuit (MAZDA)"
2977,P1527,"Intake Camshaft Control Circuit Bank 1 Short to Ground (AUDI, VOLKSWAGEN)
Camshaft Position Actuator 'A' Control Circuit Signal Low Bank 1 (BMW, MINI)
Throttle Position Sensor Learned Closed Throttle Degrees Out Of-Range (BUICK, CADILLAC, CHEVROLET, GMC)
Sensor Supply Voltage 2 Malfunction (HYUNDAI)
Bypass Air Solenoid Valve Short / Open Circuit (MAZDA)"
2978,P1528,"Intake Camshaft Control Circuit Bank 1 Open (AUDI, VOLKSWAGEN)
Camshaft Position Actuator 'A' Control Circuit Signal High Bank 1 (BMW, MINI)
Governor (BUICK, CADILLAC, CHEVROLET, GMC)"
3137,P1684,"Battery has been disconnected within the last 50 starts (Chrysler, Dodge, Jeep, and Plymouth)
Metering Oil Pump Position Sensor Circuit Malfunction (Mazda)"
3589,P20BD,Reductant heater control B - circuit open
2979,P1529,"Mil On Request Signal (TCM)
Intake Camshaft Control Circuit Short To B+ (AUDI, VOLKSWAGEN)
Camshaft Position Actuator 'B' Control Circuit Signal Low Bank 1 (BMW, MINI)
Heated Windshield Request Problem (BUICK, CADILLAC, CHEVROLET, GMC)
TCM Mil On Request Signal (HYUNDAI, KIA)
L/C Atmospheric Balance Air Control Solenoid Valve Malfunction (MAZDA)"
2980,P1530,"Intake Camshaft Control Circuit Short To Ground (AUDI, VOLKSWAGEN)
Camshaft Position Actuator 'B' Control Circuit Signal High Bank 1 (BMW, MINI)
Ignition Timing Adjustment Switch Circuit (BUICK, CADILLAC, CHEVROLET, GMC, SUZUKI)
Open or Short to A/C Compressor Clutch Circuit (FORD)
Maximum Vehicle Speed Limiting (HYUNDAI)
A/C 1 Switch Circuit Intermittent (MITSUBISHI)
Accelerator Pedal Position Sensor 1 & 2 Range / Performance Problem (SAAB)"
2981,P1531,"Intake Camshaft Control Circuit Open Circuit (AUDI, VOLKSWAGEN)
Camshaft Position Actuator 'B' Control Open Circuit Bank 1 (BMW, MINI)
A/C Low Side Temperature Sensor Fault (BUICK, CADILLAC, CHEVROLET, GMC)
Invalid Test Accelerator Pedal Movement (FORD)
Accelerator Pedal Position Sensor 1 & 2 Adapted Value Out Of Range (SAAB)"
2982,P1532,"Idle Control Lean Running Speed Below Specification (AUDI, VOLKSWAGEN)
Camshaft Position Actuator 'B' Control Open Circuit Bank 2 (BMW, MINI)
A/C Evaporator Temperature Sensor Circuit Low Voltage (BUICK, CADILLAC, CHEVROLET, GMC)
Intake Manifold Communication Control Circuit Bank 2 (FORD, JAGUAR, MAZDA)
Electronic Throttle Control System Malfunction Throttle Valve Stuck (HYUNDAI)
Accelerator Pedal Position Sensor 1 & 2 Short Circuit (SAAB)"
2983,P1533,"Intake Camshaft Control Circuit Bank 2 Electrical Malfunction (AUDI, VOLKSWAGEN)
Camshaft Position Actuator 'B' Control Circuit Signal Low Bank 2 (BMW, MINI)
A/C Evaporator Temperature Sensor Circuit High Voltage (BUICK, CADILLAC, CHEVROLET, GMC)
AAI Circuit Malfunction (FORD)"
2984,P1534,"Intake Camshaft Control Circuit Bank 2 Short to B+ (AUDI, VOLKSWAGEN)
Camshaft Position Actuator 'B' Control Circuit Signal High Bank 2 (BMW, MINI)
A/C High Side Temperature Sensor Low Voltage (BUICK, CADILLAC, CHEVROLET, GMC)
Inertia Switch Activated (FORD)"
2985,P1535,"Intake Camshaft Control Circuit Bank 2 Short to Ground (AUDI, VOLKSWAGEN)
A/C High Side Temperature Sensor Circuit (BUICK, CADILLAC, CHEVROLET, GMC)"
2986,P1536,"Intake Camshaft Control Circuit Bank 2 Open (AUDI, VOLKSWAGEN)
Engine Coolant Overtemperature Air Conditioning Disabled (BUICK, CADILLAC, CHEVROLET, GMC)
Parking Brake Switch Circuit Failure (FORD)"
2987,P1537,"Fuel Cut-Off Valve Incorrect Function (AUDI, VOLKSWAGEN)
A/C Request Circuit Low Voltage (BUICK, CADILLAC, CHEVROLET, GMC)
Intake Manifold Runner Control Stuck Open Bank 1 (FORD, LINCOLN, MERCURY)
Intake Manifold Runner Control Stuck Open (MAZDA)"
2988,P1538,"Fuel Cut-off Valve Open/Short To Ground (AUDI, VOLKSWAGEN)
A/C Request Circuit High Voltage (BUICK, CADILLAC, CHEVROLET, GMC)
Intake Manifold Runner Control Stuck Open Bank 2 (FORD, LINCOLN, MAZDA, MERCURY)"
2989,P1539,"Clutch Pedal Switch Signal Fault (AUDI, VOLKSWAGEN)
A/C Clutch Status High Input (BUICK, CADILLAC, CHEVROLET, GMC)
Power to A/C Compressor Clutch Circuit Exceeded Normal Current Draw (FORD)"
2990,P1540,"VSS Signal Too High (AUDI, VOLKSWAGEN)
Pedal Position Sensor (BMW, MINI)
A/C System High Pressure (BUICK, CADILLAC, CHEVROLET, GMC)
Supercharger Air Control Solenoid Short / Open Circuit (MAZDA)
Vehicle Speed Sensor Malfunction (SUBARU)"
2991,P1541,"Passenger Compartment Heater Standby Signal Circuit Low Input (ACURA, HONDA)
Fuel Pump Relay Circuit Open (AUDI, VOLKSWAGEN)
Pedal Position Sensor Double Error (BMW)
A/C High Side Over Temperature (BUICK, CADILLAC, CHEVROLET, GMC)
Intake Manifold Runner Control Circuit Range/Performance (MAZDA)
LIN Communication Check By PCM Receiving Message To Radiator Sensor (MITSUBISHI)"
2992,P1542,"Throttle Actuation Potentiometer Range/Performance (AUDI, VOLKSWAGEN)
Pedal Position Sensor Electrical (BMW, MINI)
A/C System High Pressure High Temperature (BUICK, CADILLAC, CHEVROLET, GMC)
Passenger Compartment Heater Standby Signal Circuit High Input (HONDA)"
2993,P1543,"Throttle Actuation Potentiometer Signal Too Low (AUDI, VOLKSWAGEN)
Pedal Position Sensor (BMW, MINI)
A/C System Performance (BUICK, CADILLAC, CHEVROLET, GMC)
Brake Switch Signal Fault (HYUNDAI)
DOR Radiator Tampering Monitor Temperature Check After Thermostat Open (MITSUBISHI)"
2994,P1544,"Throttle Actuation Potentiometer Signal Too High (AUDI, VOLKSWAGEN)
Pedal Position Sensor (BMW, MINI)
A/C Refrigerant Condition Very Low (BUICK, CADILLAC, CHEVROLET, GMC)
DOR Radiator Tampering Monitor Temp Check Before Thermostat Open (MITSUBISHI)
High Exhaust Temperature Detected (SUBARU)
Exhaust Gas Temperature Sensor Increased Temperature Detected (SUBARU)"
2995,P1545,"Throttle Position Control Malfunction (AUDI, VOLKSWAGEN)
Pedal Position Sensor (BMW, MINI)
A/C Clutch Relay Control Circuit (BUICK, CADILLAC, CHEVROLET, GMC)
A/C Compressor Switch Open/Short (HYUNDAI)
A/C Compressor Clutch Relay Control Circuit Malfunction (ISUZU)
DOR Radiator Tampering Monitor Temp Change After Thermostat Open (MITSUBISHI)"
2996,P1546,"Wastegate Bypass Regulator Valve Short To Positive (AUDI, VOLKSWAGEN)
Pedal Position Sensor (BMW, MINI)
Air Conditioning Clutch Feedback Circuit Low Voltage (BUICK, CADILLAC, ISUZU)
A/C Clutch Status Circuit Low Voltage (CHEVROLET, GMC)
DOR Radiator Tampering Monitor Temp Check At Cold Start (MITSUBISHI)"
2997,P1547,"Wastegate Bypass Regulator Valve Short To Ground (AUDI, VOLKSWAGEN)
A/C System Performance Degraded (BUICK, CADILLAC, CHEVROLET, GMC)
DOR Radiator Tampering Monitor Rationality Check (MITSUBISHI)"
2998,P1548,"Wastegate Bypass Regulator Valve Open (AUDI, VOLKSWAGEN)
A/C Recirculation Circuit (BUICK, CADILLAC, CHEVROLET, GMC)
Engine Air Filter Restriction (FORD, LINCOLN, MERCURY)
A/C Compressor Clutch Output Circuit Malfunction (ISUZU)"
2999,P1549,"Charging System High Voltage (ACURA, HONDA)
Wastegate Bypass Regulator Valve Open/Short To Ground (AUDI, VOLKSWAGEN)
Intake Manifold Communication Control Circuit Malfunction (FORD, LINCOLN, MERCURY)
Intake Manifold Temperature Valve Vacuum Actuator Connection (MAZDA)
Turbocharger System Malfunction (SAAB)"
3000,P154B,Intake Air Heater Voltage Signal Circuit (Chevrolet)
3001,P1550,"Charge Pressure Control Difference (AUDI, VOLKSWAGEN)
Idle Speed Control Valve Closing Solenoid Control Circuit Electrical (BMW, MINI)
Stepper Motor Cruise Control Fault (BUICK, CADILLAC, CHEVROLET, GMC)
Power Steering Pressure Sensor Malfunction (FORD, LINCOLN, MAZDA, MERCURY)
Knock Sensor Evaluation (HYUNDAI, KIA)
Battery Current Sensor Circuit Range/Performance (INFINITI, LEXUS, NISSAN, SCION, TOYOTA)"
3002,P1551,"Barometric Pressure Sensor Circuit Short to B+ (AUDI, VOLKSWAGEN)
Camshaft Position Actuator 'A' Control Open Circuit Bank 1 (BMW, MINI)
Battery Current Sensor Circuit Low Input (INFINITI, LEXUS, NISSAN, SCION, TOYOTA)
Throttle Valve Reset Position Not Reached During Learn (SUZUKI)"
3213,P1759,"Control Module Check Sum (HYUNDAI)
Front Brake Solenoid Valve Function (INFINITI, NISSAN)"
3003,P1552,"Barometric Pressure Sensor Circuit Open/Short to Ground (AUDI, VOLKSWAGEN)
Camshaft Position Actuator 'A' Control Open Circuit Bank 1 (BMW)
Idle Control Valve Closing Coil Circuit Shorted (HYUNDAI)
Battery Current Sensor Circuit High Input (INFINITI, LEXUS, NISSAN, SCION, TOYOTA)"
3004,P1553,"Barometric/manifold Pressure Signal Ratio Out of Range (AUDI, VOLKSWAGEN)
Crankshaft Exhaust Camshaft Correlation (BMW, MINI)
Idle Control Valve Closing Coil Circuit Open (HYUNDAI)
Battery Current Sensor Performance (INFINITI, NISSAN)"
3005,P1554,"Idle Speed Control Throttle Position Basic Setting Conditions Not Met (AUDI, VOLKSWAGEN)
Crankshaft Inlet Camshaft (BMW, MINI)
Cruise Engaged Circuit High Voltage (BUICK, CADILLAC)
Cruise Control Feedback Circuit (CHEVROLET, GMC)
Battery Current Sensor Performance (INFINITI, NISSAN)"
3006,P1555,"Charge Pressure Upper Limit Exceeded (AUDI, VOLKSWAGEN)
Electronic Variable Orifice Output (BUICK, CADILLAC, CHEVROLET, GMC)
Idle Co-Potentiometer Open/Short (HYUNDAI)
Reactor Temperature Sensor Circuit Low (LEXUS, TOYOTA)"
3007,P1556,"Charge Pressure Negative Deviation (AUDI, VOLKSWAGEN)
Camshaft Position Actuator 'A' Control Open Circuit Bank 1 (BMW, MINI)
Reactor Temperature Sensor Circuit High (LEXUS, TOYOTA)"
3008,P1557,"Charge Pressure Positive Deviation (AUDI, VOLKSWAGEN)
DC/DC Converter Temperature Sensor Circuit (LEXUS, TOYOTA)"
3009,P1558,"Throttle Actuator Electrical Malfunction (AUDI, VOLKSWAGEN)
Cruise Control Servo Indicates Low (BUICK, CADILLAC, CHEVROLET, GMC)"
3010,P1559,"Idle Speed Control Throttle Position Adaption Malfunction (AUDI, VOLKSWAGEN)
Cruise Control Power Management Mode (BUICK, CADILLAC, CHEVROLET, GMC)"
3011,P1560,"Maximum Engine Speed Exceeded (AUDI, VOLKSWAGEN)
Camshaft Position Actuator 'B' Control Open Circuit Bank 1 (BMW, MINI)
Transaxle Not in Drive Cruise Control Disabled (BUICK, CADILLAC, CHEVROLET, GMC)
Knock Control Serial Port Interface Check (HYUNDAI, KIA)
Traction Control Module / ECM Communication Signal Low (SAAB)
Back-Up Voltage Circuit Malfunction (SUBARU)"
3012,P1561,"Brake Line Pressure Sensor Circuit ()
Quantity Adjuster Control Difference (AUDI, VOLKSWAGEN)
Idle Speed Control During Cold Start Plausibility (BMW, MINI)
Cruise Vent Solenoid (BUICK, CADILLAC, CHEVROLET, GMC)
Brake Line Pressure Sensor Circuit (FORD, LINCOLN, MERCURY)
Traction Control Module / ECM Communication Signal High (SAAB)"
3013,P1562,"Quantity Adjuster Upper Stop Value (AUDI, VOLKSWAGEN)
Idle Speed Control During Cold Start Plausibility (BMW, MINI)
Cruise Vacuum Solenoid (BUICK, CADILLAC, CHEVROLET, GMC)
ECM Battery Back-Up Voltage Low (MAZDA)
System Voltage Too Low (SUZUKI)"
3014,P1563,"Quantity Adjuster Lower Stop Value (AUDI, VOLKSWAGEN)
Cruise Control Switch Multifunction Steering Wheel (BMW, MINI)
Cruise Vehicle Speed/Set Speed Difference Too High (BUICK, CADILLAC, CHEVROLET, GMC)
System Voltage Too High (SUZUKI)"
3015,P1564,"Switch Malfunction (ASCD)
Idle Speed Control Throttle Position Low Voltage During Adaption (AUDI, VOLKSWAGEN)
Control Module Selection (BMW, MINI)
Cruise Control System Vehicle Acceleration Too High (BUICK, CADILLAC, CHEVROLET, GMC)
ASCD Steering Switch (INFINITI, NISSAN)
Auto-Cruise Control Switch System (MITSUBISHI)"
3016,P1565,"Idle Speed Control Throttle Position Lower Limit Not Obtained (AUDI, VOLKSWAGEN)
Camshaft Position Actuator 'B' Control Open Circuit Bank 1 (BMW, MINI)
Cruise Servo Position Sensor (BUICK, CADILLAC, CHEVROLET, GMC)
Speed Control Command Switch Out of Range High (FORD, LINCOLN, MAZDA, MERCURY)
Motor Commutation Signal Problem (HONDA)
Cruise Control Main Switch Circuit Malfunction (LEXUS, SCION, TOYOTA)"
3017,P1566,"Load Signal From A/C Compressor Range/Performance (AUDI, VOLKSWAGEN)
Cruise Control System Engine RPM Too High (BUICK, CADILLAC, CHEVROLET, GMC)
Speed Control Command Switch Out of Range Low (FORD, LINCOLN, MERCURY)
Cruise Control Main Switch Circuit Malfunction (LEXUS, SCION, TOYOTA)"
3018,P1567,"Load Signal from A/C Compressor No Signal (AUDI, VOLKSWAGEN)
Cruise Control System Active Braking Control Active (BUICK, CADILLAC, CHEVROLET, GMC)
Speed Control Output Circuit Continuity (FORD, LINCOLN, MERCURY)
Fuel Pressure Valve Current Low (HYUNDAI)
Speed Control Output Circuit (MAZDA)"
3019,P1568,"Idle Speed Control Throttle Position Mechanical Malfunction (AUDI, VOLKSWAGEN)
Cruise Servo Stroke Greater Than Commanded In Cruise (BUICK, CADILLAC, CHEVROLET, GMC)
Speed Control Unable To Hold Speed (FORD, LINCOLN, MAZDA, MERCURY)
Battery Module Individual Voltage Input Problem (HONDA)
Fuel Pressure Valve Current Hi (HYUNDAI)
ICC Function Cruise Control Cault (INFINITI)"
3020,P1569,"Switch For CCS Signal Faulty (AUDI, VOLKSWAGEN)
Camshaft Position Actuator 'A' Control Open Circuit Bank 2 (BMW, MINI)
Cruise Servo Stroke High While Not In Cruise (BUICK, CADILLAC, CHEVROLET, GMC)
Battery Cell Temperature Signal Circuit Malfunction (HONDA)
Current Pressure Control Valve (HYUNDAI)
VTCS Solenoid Valve Circuit Low Input (MAZDA)"
3021,P1570,"Engine Control Module Immobilizer Active (AUDI, VOLKSWAGEN)
Cruise Control System Traction Control Active (BUICK, CADILLAC, CHEVROLET, GMC)
Battery Module Individual Voltage Problem (HONDA)
Radar Sensor Malfunction (LEXUS, TOYOTA)
VTCS Solenoid Valve Circuit High Input (MAZDA)
Antenna (SUBARU)"
3022,P1571,"Brake Switch Circuit Malfunction (ACURA, HONDA, ISUZU, MITSUBISHI)
Left Engine Mount Solenoid Valve Short to B+ (AUDI, VOLKSWAGEN)
Traction Control Desired Torque Out Of Range (BUICK, CADILLAC, CHEVROLET, GMC)
Reference Code Incompatible (SUBARU)"
3023,P1572,"Left Engine Mount Solenoid Valve Short to Ground (AUDI, VOLKSWAGEN)
ASR Active Circuit Low Too Long (BUICK, CADILLAC, CHEVROLET, GMC)
Brake Switch Stuck On (CHRYSLER, DODGE, JEEP)
Brake Pedal Switch Circuit Malfunction (FORD, INFINITI, LINCOLN, MAZDA, MERCURY, MITSUBISHI, NISSAN)
Motor Drive Module Temperature Signal Circuit Low Input (HONDA)
Improper Aiming Of Radar Sensor Beam Axis (LEXUS, TOYOTA)"
3024,P1573,"Left Engine Mount Solenoid Valve Open Circuit (AUDI, VOLKSWAGEN)
TCS Loss Of ABS/TCS Serial Data (BUICK, CADILLAC, CHEVROLET, GMC)
Brake Switch Stuck Off (CHRYSLER, DODGE, JEEP, MITSUBISHI)
Throttle Position Not Available (FORD, JAGUAR)
Throttle Position Sensor Signal Not Available (MAZDA)"
3025,P1574,"Vehicle Speed Sensor (ASCD)
Stop Lamp Switch Circuit (BUICK, CADILLAC, CHEVROLET, FORD, GMC)
ASCD Vehicle Speed Sensor (INFINITI, NISSAN)"
3026,P1575,"Extended Travel Brake Switch Circuit (BUICK, CADILLAC, CHEVROLET, GMC)
Pedal Position Out of Self Test Range (FORD, LINCOLN, MERCURY)"
3027,P1576,"Engine Mounting Control Solenoid Bank 1 Short Circuit (AUDI, VOLKSWAGEN)
Brake Booster Vacuum Sensor Circuit High Voltage (BUICK, CADILLAC, CHEVROLET, GMC)
Accelerator Pedal Position Sensor Signal Malfunction (FORD, JAGUAR, LINCOLN, MERCURY)
Motor Drive Module Voltge Signal Circuit Low Input (HONDA)
Brake Pedal Position Switch Open Circuit (SAAB)"
3138,P1685,"Transmission Control Module Power Up Temperature Sensor Circuit Low Voltage (BUICK, CADILLAC, CHEVROLET, GMC, PONTIAC, SATURN)
Invalid SKIM Key (CHRYSLER, DODGE, JEEP)"
3028,P1577,"Engine Mounting Control Solenoid Bank 1 Open Circuit (AUDI, VOLKSWAGEN)
Brake Booster Vacuum Sensor Circuit Low Input (BUICK, CADILLAC, CHEVROLET, GMC)
Pedal Position Sensor Disagreement (FORD)
High Voltage Detection Signal Circuit Problem (HONDA)
Brake Pedal Position Switch Short To Ground (SAAB)"
3029,P1578,"Brake Booster Vacuum Sensor Circuit Low Vacuum (BUICK, CADILLAC, CHEVROLET, GMC)
ETC Power Less Than Demand (FORD)"
3030,P1579,"Throttle Control Unit Basic Setting (AUDI, VOLKSWAGEN)
P/N to D/R at High Throttle Angle - Power Reduction Mode Active (BUICK, CADILLAC, CHEVROLET, GMC)
Electronic Throttle Control In Power Limiting Mode (FORD)"
3031,P1580,"Throttle Motor Bank 1 Circuit Malfunction (AUDI, VOLKSWAGEN)
Cruise Move Circuit Low Voltage (BUICK, CADILLAC, CHEVROLET, GMC)
Electronic Throttle Monitor PCM Override (FORD)
Battery Current Circuit Problem (HONDA)"
3032,P1581,"Throttle Control Unit Basic Setting (AUDI, VOLKSWAGEN)
Cruise Control Module Move Circuit High Input Conditions (BUICK, CADILLAC, CHEVROLET, GMC)
Electronic Throttle Monitor Malfunction (FORD)
Motor Power Inverter Module Current Signal Circuit Problem (HONDA)"
3033,P1582,"Idle Speed Adaptation Limit Reached (AUDI, VOLKSWAGEN)
Cruise Control Module Direction Low Input Conditions (BUICK, CADILLAC, CHEVROLET, GMC)
Electronic Throttle Monitor Data Available (FORD, JAGUAR, LINCOLN, MERCURY)
Motor Current U Phase Signal Circuit High Input (HONDA)"
